tweet_id,sarcastic
2.74E+17,1
2.66E+16,0
22186790965,1
15826498111,1
3.31E+17,1
1.16E+18,1
6.78E+17,1
1.16E+18,1
1.15E+18,1
1.26E+18,0
8.81E+17,1
1.07E+18,0
15994397454,0
3.21E+17,0
1.12E+18,1
4.64E+16,1
5.08E+17,0
6.95E+17,0
1.19E+18,1
1.26E+18,0
1.07E+18,0
5.08E+17,0
1.16E+18,1
1.98E+17,0
7.88E+17,0
1.16E+18,0
9.75E+17,1
2.28E+17,0
13433405894,0
7.88E+17,0
1.27E+17,1
6.95E+17,0
6.95E+17,0
8.92E+17,1
4.15E+17,1
3.88E+16,0
3906486297,1
5.08E+17,0
1.35E+17,0
1.16E+18,0
9.74E+17,1
1.35E+17,0
5.72E+17,1
2.21E+17,1
8.41E+17,1
1.35E+17,0
4.15E+17,0
5.06E+17,0
2.28E+17,0
2.25E+17,0
3.21E+17,0
6.00E+17,0
7.48E+17,1
4.12E+17,1
11094090002,1
1.07E+18,1
7.59E+17,1
1.34E+17,0
3.36E+16,1
4.15E+17,0
1.07E+18,0
1.24E+18,1
7.32E+17,1
9.50E+17,1
4343767499,1
3.20E+17,1
9.76E+17,1
9.75E+17,0
4364085224,0
6.01E+17,1
1.16E+18,1
7.22E+16,1
9.73E+17,1
14616200345,0
2.28E+17,0
1.10E+18,1
9.75E+17,1
1.14E+18,1
1.33E+17,1
1.33E+17,0
8.33E+17,1
25052284324,1
1.24E+17,1
9.70E+17,0
2.60E+17,1
1.16E+18,0
8.82E+17,0
1.16E+18,1
4.15E+17,0
1.05E+18,1
20457219831,1
1.03E+18,1
1.34E+17,0
7.88E+17,0
8.20E+17,1
1.26E+18,1
4.37E+17,1
6.01E+17,1
3.21E+17,0
1.33E+17,1
8.08E+17,1
8.74E+17,0
4.85E+17,1
5.08E+17,1
3.24E+17,1
6.01E+17,0
8.82E+17,0
1.11E+18,1
7.88E+17,1
7.75E+17,1
15197742047,0
3.19E+17,0
2.13E+17,0
1.35E+17,0
5.08E+17,0
4.08E+17,1
1.26E+18,0
9.05E+17,1
1.26E+18,0
6.95E+17,0
1.16E+18,1
6.87E+17,1
5.15E+17,1
1.16E+18,1
2.27E+17,0
866076402,0
8.81E+17,0
5.08E+17,0
1.25E+18,1
11923251624,1
8.64E+17,1
5.08E+17,0
4.15E+17,0
8.81E+17,0
9.66E+17,0
5.39E+17,1
7.88E+17,0
8.81E+17,1
5.08E+17,0
2.28E+17,0
2240141044,0
1.16E+18,0
5.08E+17,1
1.16E+18,0
3.22E+17,1
1.26E+18,0
1.34E+17,0
5.31E+17,1
2551605392,0
1.26E+18,0
6.76E+17,0
1.26E+18,0
6.95E+17,1
6.01E+17,0
9.36E+17,1
9.75E+17,0
3.21E+17,0
1.16E+18,0
1.07E+18,0
3.14E+17,1
3.81E+17,1
7.88E+17,1
14837067071,0
1.25E+18,1
3.22E+17,1
8.81E+17,0
1.16E+18,1
1.16E+18,0
4.15E+17,0
15266330082,0
1.25E+18,1
2583197691,0
6.58E+16,1
9.75E+17,0
3.83E+16,0
22554603648,1
1.26E+18,1
5.08E+17,0
1078273799,1
6.61E+17,1
5.08E+17,0
1.18E+18,1
1.07E+18,0
11354832220,1
15106950800,0
6.05E+17,1
6.95E+17,0
3.21E+17,0
1.34E+17,0
1.22E+18,1
1.21E+17,1
3.89E+16,0
1.31E+17,0
1.16E+18,1
8.82E+17,0
2.27E+17,0
4.10E+16,0
1.07E+18,1
5.08E+17,0
2.27E+17,0
6.01E+17,0
1.15E+17,1
1.35E+17,1
4.15E+17,0
3390518117,0
1.16E+18,0
3.77E+17,1
2.29E+17,1
1.03E+18,1
3.18E+17,1
9.75E+17,0
1.26E+18,0
2.28E+17,0
7.92E+17,1
7.65E+17,1
4.15E+17,0
15891225467,0
14818003765,0
1.01E+18,1
7.26E+17,1
7.88E+17,1
9.85E+17,1
15982209498,0
5.99E+17,1
10044000049,1
6.95E+17,0
7.87E+17,1
1.24E+18,1
15256882624,0
8.81E+17,0
2.28E+17,1
9.75E+17,0
7.89E+17,1
1.03E+18,1
7.88E+17,0
8.81E+17,0
4.12E+17,1
5.08E+17,1
1.32E+17,0
3.78E+17,1
1.32E+17,1
7.23E+17,1
4.15E+17,0
7.87E+17,1
2.27E+17,0
8.82E+17,0
26288166429,1
6.95E+17,0
8.79E+17,1
6.94E+17,1
3.11E+17,1
6.96E+17,1
1.26E+18,1
4.15E+17,1
2.28E+17,0
2.56E+17,1
1.16E+18,0
1.26E+18,0
8.78E+17,0
7.59E+17,1
6.96E+17,1
5.08E+17,0
5.93E+17,1
5.08E+17,0
1.26E+18,0
6.01E+17,1
9.75E+17,0
1.07E+18,0
4.14E+17,1
16016718180,0
5.06E+17,1
9.75E+17,0
15965758555,0
2.28E+17,1
1.17E+18,1
14779443500,0
7.89E+17,1
780179514,0
4.58E+17,1
1.16E+18,1
7.88E+17,0
6.95E+17,1
6.57E+17,1
2.77E+16,0
5.51E+17,1
5.08E+17,0
3.19E+17,0
15707437164,0
1.26E+18,0
6.01E+17,0
2.08E+17,0
2.28E+17,0
3920372953,0
2.90E+17,1
6.96E+17,1
9.75E+17,0
6.93E+17,1
15918650574,0
8.81E+17,0
6.84E+17,0
1.16E+18,1
1.34E+17,0
7.88E+17,0
4.25E+17,1
1.35E+17,0
1.32E+17,1
6.01E+17,0
4.15E+17,0
8.65E+17,1
5.08E+17,0
9.75E+17,0
11184807108,1
1.07E+18,0
5.08E+17,1
1.05E+18,1
2.00E+17,0
7.88E+17,1
2.28E+17,0
9.75E+17,0
1.34E+17,0
1.03E+18,1
6.74E+17,1
1.26E+18,0
9.75E+17,1
1.07E+18,0
3.20E+17,0
1.26E+18,1
6.95E+17,1
8.73E+17,0
6.95E+17,1
3.48E+17,1
4.15E+17,0
2.81E+17,1
7.88E+17,0
6.94E+17,0
8.81E+17,0
1.16E+18,0
8.31E+17,1
8.55E+17,1
2.28E+17,1
4.91E+17,0
1.25E+18,1
7.55E+17,1
6.80E+16,1
15871053311,1
6.01E+17,0
9.75E+17,0
1.26E+18,1
2.22E+17,1
1.07E+18,0
3.21E+17,0
7.88E+17,1
9.69E+17,1
16907872997,1
7.07E+17,1
1.26E+18,0
4.11E+17,1
1.16E+18,0
1.16E+18,1
3.13E+17,0
6.01E+17,0
6.93E+17,1
6.95E+17,0
1.07E+18,0
13308675716,1
950763112,0
3.14E+17,1
6.00E+17,0
1.07E+18,0
1.26E+18,1
2.20E+17,1
9.75E+17,0
1.12E+18,1
7.88E+17,0
5.08E+17,0
4.15E+17,0
9.74E+17,1
1.26E+18,0
9.74E+17,1
1.09E+18,1
1.15E+18,1
4.83E+17,1
2.09E+17,0
4.57E+17,1
5.70E+17,1
4.15E+17,0
4365265055,0
1.26E+18,1
24597262974,0
4.15E+17,0
789752450,0
5.05E+17,0
5.97E+17,1
1.25E+18,1
6.01E+17,0
4.73E+17,1
6.95E+17,1
6.00E+17,1
8.82E+17,0
1.16E+18,0
1.07E+18,0
2.77E+17,1
6.94E+17,1
1.01E+18,1
1.20E+18,1
1.49E+17,1
9.72E+17,0
3.13E+16,0
1.26E+18,1
15126945775,0
4.60E+17,1
9.75E+17,0
1.26E+18,1
1.16E+18,0
2.28E+17,0
3422530052,1
9.75E+17,0
8.82E+17,0
7.85E+17,1
1.16E+18,0
4.12E+17,1
4.03E+16,0
1.26E+18,1
4.10E+16,0
9.74E+17,1
6.00E+17,0
14855586663,0
1.05E+18,1
7.88E+17,0
1.23E+18,1
1.16E+18,0
1.09E+18,1
1.05E+18,1
4.14E+17,1
1.12E+18,1
3885427647,1
9952404687,1
4.08E+16,0
1.05E+18,1
4.15E+17,0
1.01E+18,1
8.71E+17,0
8.81E+17,1
2.09E+16,1
9.69E+17,1
6.01E+17,0
2.98E+17,1
4.60E+17,1
3.93E+16,1
1.15E+17,1
9.19E+17,1
2.25E+17,0
16001058237,0
1.07E+18,0
1.12E+18,1
4398047774,1
4.15E+17,0
1.13E+18,1
3869742641,0
9.75E+17,0
7.87E+17,1
1.22E+18,1
2.28E+17,0
3.38E+16,0
4.15E+17,0
1.34E+17,1
2.27E+17,0
3951703327,1
1.34E+17,0
2.28E+17,0
1.16E+18,1
7.87E+17,1
6.95E+17,0
4.15E+17,0
1.07E+18,1
8.81E+17,1
5.08E+17,1
13989110808,1
1.26E+18,1
1.96E+17,1
5.80E+17,1
6.01E+17,1
1.16E+18,0
8.81E+17,0
1.14E+17,1
4.15E+17,0
1.16E+18,0
1.26E+18,0
1.29E+17,1
1.13E+18,1
3.19E+17,0
6.92E+17,1
8.59E+17,1
5.69E+17,1
4.60E+17,1
9.75E+17,0
1.26E+18,0
9.71E+17,0
4.16E+16,1
7631061697,1
1.26E+18,0
1.13E+17,1
3.78E+16,0
6.75E+17,0
1.26E+18,1
1.16E+18,0
6.83E+17,0
9.63E+17,1
8.17E+17,1
5.96E+17,0
1.16E+18,0
3.76E+16,0
1.26E+18,0
3.13E+16,1
7.88E+17,1
1.26E+18,0
5.75E+17,1
7.85E+17,1
3.21E+17,0
6.93E+17,1
4.15E+17,0
1.26E+18,1
8.82E+17,0
1.35E+17,0
6.01E+17,1
5.08E+17,0
4.16E+17,1
7.07E+17,1
1.26E+18,1
1.07E+18,0
1.26E+18,1
5.91E+17,0
3.21E+17,1
3.21E+17,0
12386880681,0
1.07E+18,0
4.03E+17,1
1.26E+18,1
15691829999,0
3.22E+17,0
15449255038,1
3.61E+16,0
783774130,0
7.10E+17,1
7.65E+17,1
9.74E+17,1
8.75E+17,0
4.15E+17,0
9.74E+17,1
7.88E+17,0
1.26E+18,1
3.21E+17,0
1.26E+18,0
767900237,0
9.72E+17,1
1.84E+16,1
1.26E+18,1
1.26E+18,0
8.81E+17,1
1.21E+18,1
9.74E+17,1
1.21E+18,1
1.22E+18,1
9.75E+17,0
15130835119,1
4.53E+17,1
643652222,0
7.72E+17,1
1.24E+18,1
15039227389,1
6.00E+17,0
5.08E+17,0
3942293112,0
4.97E+17,0
15952185202,1
6.02E+17,1
2191262522,0
1.26E+18,1
8.82E+17,1
15867476041,0
4141892673,1
1.30E+17,0
6.00E+17,0
1.26E+18,1
1016304213,0
1.33E+17,1
1.16E+18,0
1.26E+18,1
9.75E+17,1
9.75E+17,0
4.96E+17,0
1.91E+17,1
9.75E+17,0
4.12E+17,1
7.88E+17,0
1.26E+18,0
8.81E+17,1
9.03E+17,1
4173376065,0
1.21E+18,1
2.23E+17,1
2.27E+17,0
15781563762,1
6.01E+17,0
3.58E+17,1
3.94E+16,0
2.27E+17,0
2.27E+17,0
1.10E+18,1
7.09E+17,1
3.19E+17,0
4.10E+17,1
6.01E+17,1
8.81E+17,0
5.06E+17,0
8955997805,1
2833453390,0
6.95E+17,0
7.31E+17,1
6.93E+17,1
5.06E+17,1
1.26E+18,1
8.39E+16,1
6.02E+17,1
5.51E+17,1
1.26E+18,0
5.24E+17,1
8.81E+17,0
9.97E+17,1
7.88E+17,0
4.15E+17,0
2.25E+17,0
1.26E+18,0
25054358335,0
4.15E+17,0
6.95E+17,0
1.07E+18,0
3.21E+17,0
3281670326,0
1.26E+18,1
1.33E+17,0
1.05E+18,1
4.15E+17,0
14966814696,0
812490831,0
4.86E+17,1
1.25E+18,1
9.75E+17,0
1.16E+18,0
4.15E+17,0
7.37E+17,1
3.20E+17,0
1.98E+17,1
6.01E+17,1
9.76E+17,1
1.35E+17,0
5.08E+17,1
6.01E+17,0
1.34E+17,1
2.81E+16,1
3.94E+16,0
1.16E+18,1
4.15E+17,0
27664650926,1
1.25E+18,0
1.07E+18,0
4.99E+17,1
1.02E+18,1
2.28E+17,0
1.16E+18,0
4.03E+17,1
9.74E+17,1
1.07E+18,0
8.81E+17,0
2.25E+17,0
5.08E+17,0
4.15E+17,0
5.02E+17,0
7.88E+17,0
1.07E+18,0
2.27E+17,0
15990214080,1
9.73E+17,0
7.88E+17,0
1.34E+17,0
1.02E+18,1
15922125352,1
3.83E+16,0
4.14E+17,1
1.02E+18,1
1.12E+18,1
578138252,0
1.26E+18,1
3.89E+16,0
4.10E+16,0
6.95E+17,0
7.85E+17,1
7.88E+17,1
8895688300,1
5.08E+17,0
5.99E+17,1
5.92E+17,0
6.76E+17,1
2.18E+17,1
4.11E+16,0
100693542,0
4.12E+17,1
9.68E+17,0
1.16E+18,1
15712844159,1
5.08E+17,0
3530232981,0
2.24E+17,1
4.63E+17,1
1.07E+18,0
1.16E+18,0
1.13E+18,1
2.28E+17,1
1.26E+18,0
4.01E+16,0
1.26E+18,1
4.15E+17,0
1.23E+18,1
1.16E+18,0
5.08E+17,0
7.88E+17,0
7.88E+17,0
1.07E+18,0
3.56E+17,1
1.16E+18,0
13929971633,1
3.15E+17,1
6.95E+17,1
7.88E+17,0
1.15E+18,1
9.75E+17,0
7.88E+17,0
1.73E+17,1
1.17E+18,1
1.26E+18,1
1.05E+18,1
1.34E+17,0
1.30E+17,0
8.80E+17,1
6.01E+17,0
5.08E+17,1
6.96E+17,0
2.81E+15,1
8.36E+17,1
2.58E+17,1
5.08E+17,0
7.56E+17,1
4.15E+17,0
2.28E+17,1
1.25E+18,1
5.09E+17,1
8.81E+17,0
1.17E+18,1
10177956393,1
12699189771,1
1.51E+17,1
9.43E+17,1
6.01E+17,0
4.10E+16,1
1.26E+18,0
8.81E+17,0
3.21E+17,0
1.26E+18,0
4398168460,0
1.25E+18,1
2.27E+17,0
6.95E+17,0
4.12E+17,1
7.89E+17,1
6.95E+17,0
7.84E+17,1
4.68E+17,1
7.37E+15,1
2.28E+17,1
3.94E+17,1
1.26E+18,1
3.21E+17,0
1.09E+18,1
1.07E+18,0
5.08E+17,1
4.15E+17,1
1.20E+18,1
9.58E+17,1
1.35E+17,1
8.81E+17,0
4.15E+17,0
15625701757,0
8.38E+17,1
4.15E+16,1
1.07E+18,1
1.35E+17,1
1.16E+18,1
2.16E+17,1
5.08E+17,0
3.21E+17,0
1.35E+17,0
8.79E+17,0
1.34E+17,1
4.15E+17,1
5.07E+17,0
8.44E+17,1
15786530751,1
4.15E+17,0
3.21E+17,0
1.16E+18,1
1.25E+18,1
8.80E+17,1
1.16E+18,1
5.08E+17,0
4.10E+17,1
9.97E+16,1
1.34E+17,0
1.07E+18,0
7.85E+17,0
8.46E+17,1
1.07E+18,0
3.09E+17,1
2.27E+17,0
1.12E+18,1
15824009409,0
1.25E+18,1
2.28E+17,0
8.69E+17,1
5.08E+17,0
1.20E+18,1
9.75E+17,0
5.08E+17,1
7.88E+17,0
4.15E+17,1
1.34E+17,0
8.81E+17,1
2.27E+17,1
1.07E+18,0
7.50E+17,1
1.29E+17,0
8.81E+17,1
9.66E+17,0
9.75E+17,0
15841001808,0
2.28E+17,0
4.92E+17,1
1.26E+18,0
6.02E+17,1
7.88E+17,1
1.16E+18,0
1.16E+18,0
9.40E+17,1
15986993185,1
8.82E+17,0
5.08E+17,0
6.78E+17,1
23029082773,1
14743535091,0
1.26E+18,1
940017050,0
1.26E+18,1
19057360830,1
9.79E+17,1
3.40E+16,0
7.09E+17,1
1.26E+18,1
1.12E+18,1
1.07E+18,0
2.28E+17,1
15994159667,0
4395982604,1
7.88E+17,0
1.12E+18,1
9.73E+17,1
6.94E+17,1
7.88E+17,1
2.05E+17,1
5.06E+17,0
5.08E+17,0
14078742627,0
15691748595,1
7.87E+17,1
6.95E+17,0
7.58E+15,1
1.16E+18,1
2.78E+16,1
3210188588,1
3.21E+17,0
1.30E+17,0
1.26E+18,1
4.32E+17,1
6.77E+17,1
3.22E+17,1
9.26E+17,1
7.88E+17,0
1.26E+18,1
3.21E+17,0
1.07E+18,0
1.33E+17,1
1.07E+18,1
8.82E+17,0
1.26E+18,0
7.06E+17,1
4.07E+17,1
3.54E+17,1
7.15E+17,1
1.07E+18,0
1.16E+18,1
6.01E+17,0
11919374035,1
6.72E+17,0
6.95E+17,0
5.98E+17,1
6.01E+17,0
1.25E+18,0
23915966606,1
6.01E+17,0
6.02E+17,1
5.89E+17,0
2.16E+17,1
8.82E+17,1
15269104869,0
3.21E+17,0
1.07E+18,0
6.01E+17,1
4.15E+17,0
7.88E+17,0
7.86E+17,1
4.06E+16,0
8.20E+16,1
4.15E+17,0
2.68E+17,1
1.04E+18,1
2.27E+17,0
6.01E+17,1
14816364922,0
15465582291,0
3.22E+17,1
1.06E+18,1
7.86E+17,0
4.34E+17,1
4.15E+17,1
7.88E+17,0
7.96E+17,1
7.88E+17,0
5.02E+17,1
2.18E+17,1
22534868370,1
15046908077,1
1.04E+18,1
5.08E+17,1
4.15E+17,1
4.15E+17,0
1.26E+18,0
1.26E+18,1
2.26E+17,0
6.94E+17,1
6.95E+17,1
3.01E+16,0
1.07E+18,0
4.05E+17,1
2.27E+17,0
1.05E+18,1
1.16E+18,0
6.01E+17,0
1.34E+17,0
3.46E+17,1
4.05E+16,0
5.07E+17,0
9.82E+17,1
15459808598,0
1.13E+18,1
9.67E+17,1
1.33E+17,0
8.81E+17,1
7.91E+17,1
5.68E+17,1
7.18E+17,1
6.00E+17,1
1.07E+18,0
1.34E+17,0
5.99E+17,1
1.26E+18,0
1.07E+18,0
3.68E+16,0
1.26E+18,1
2911149336,0
1.31E+17,0
5.08E+17,1
4.15E+17,0
8.81E+17,0
1.35E+17,0
12104032863,1
7.13E+17,1
4447501305,1
6.70E+17,1
5.08E+17,0
9.75E+17,0
3.52E+17,1
8.45E+15,1
3.33E+17,1
6.95E+17,1
1.24E+18,1
15957514441,1
1.21E+18,1
3667782966,1
1.98E+17,0
5.07E+17,0
5.09E+17,1
9.75E+17,0
3.22E+17,1
8.17E+17,1
1.18E+18,1
8.81E+17,1
5.08E+17,0
3.21E+17,0
1.31E+17,0
5.51E+17,1
3799606445,0
4.90E+17,1
1.07E+18,0
1.25E+18,0
1.07E+18,0
8.82E+17,1
1.07E+18,1
1.07E+18,0
3.83E+15,1
1856638987,0
1.25E+18,1
1.12E+18,1
8.81E+17,0
8.80E+17,1
2.28E+17,1
1.15E+18,1
1.16E+18,0
1.11E+17,1
2.28E+17,1
1.35E+17,0
1.23E+18,1
1.16E+18,0
5.08E+17,0
3814782045,0
4393197127,1
2.28E+17,0
1.16E+18,0
2.27E+17,1
8.81E+17,0
9.10E+17,1
1.25E+18,1
3.18E+17,1
4.15E+17,1
14687622528,1
7.11E+17,1
1.25E+18,1
6.95E+17,0
1.26E+18,1
1.24E+18,1
2.26E+17,0
9.75E+17,0
8.96E+17,1
6.01E+17,0
1.22E+18,1
3.21E+17,0
9.74E+17,1
8.83E+17,1
15859106083,0
5.08E+17,1
1.06E+18,1
1.04E+18,1
2.28E+17,0
9.22E+17,1
4.10E+17,1
15396749486,0
8.72E+17,0
7.88E+17,0
3.76E+16,0
1.11E+17,1
5.08E+17,1
3.22E+17,1
4362307396,1
3.82E+16,0
1.07E+18,0
1.92E+17,1
8.81E+17,0
1.35E+17,0
4.44E+16,1
2.28E+17,0
7.88E+17,1
1.07E+18,0
6.26E+17,1
2.28E+17,0
6.95E+17,0
5.08E+17,0
7.24E+17,1
2.28E+17,0
8.82E+17,0
3068117696,0
8.60E+17,1
8.82E+17,0
4.77E+17,1
7269520774,1
7.88E+17,0
1.07E+18,0
4.15E+17,0
9.75E+17,1
9.68E+17,0
1.16E+18,0
7.71E+17,1
4071560331,0
3.34E+17,1
9.75E+17,0
9.75E+17,0
3.94E+16,0
4.16E+17,1
9.75E+17,0
9.75E+17,0
1.26E+18,0
6.95E+17,1
1.26E+18,0
8.81E+17,0
27536464826,1
8.81E+17,1
1.13E+18,1
3.32E+17,1
4.13E+17,0
14225526745,0
1.16E+18,0
6.01E+17,0
6.96E+17,1
7.88E+17,0
1.33E+17,0
1.12E+18,1
1.11E+18,1
1.06E+18,1
695434402,0
2.28E+17,0
1.16E+18,0
5.08E+17,0
6.01E+17,0
2.28E+17,0
9.71E+17,1
2.13E+17,1
4050068143,0
5.08E+17,0
1.97E+17,0
3.21E+17,0
5.99E+17,1
8.62E+17,1
1.26E+18,0
3.08E+17,1
4.15E+17,1
1.04E+18,1
5.57E+17,1
1.00E+18,1
1.16E+18,0
1.34E+17,1
3840030332,0
1.33E+17,0
4170511017,0
1.24E+18,1
1.01E+18,1
4.13E+17,1
6.95E+17,0
8.81E+17,1
4.13E+17,0
1.26E+18,1
1.16E+18,1
4.10E+16,0
9.67E+17,1
914861673,0
3.99E+17,1
5.98E+17,0
1.10E+18,1
1.16E+18,1
8.82E+17,0
8.82E+17,0
8.82E+17,0
7.02E+17,1
1.45E+16,1
1.64E+17,1
3.21E+17,0
8.88E+17,1
4.74E+17,1
1.16E+18,0
9.62E+17,1
3356349256,0
7.88E+17,0
1.26E+18,1
1.06E+18,0
1.06E+18,0
5.91E+17,0
15987150205,0
1.35E+17,1
1.26E+18,1
1.23E+18,1
3.83E+17,1
6.02E+17,1
1.07E+18,0
6.73E+17,1
3.21E+17,0
9.75E+17,0
1.26E+18,1
4.10E+16,0
6.95E+17,0
8.79E+17,0
1.15E+18,1
9.00E+17,1
3.20E+17,0
1.07E+18,0
7.88E+17,1
1.16E+18,0
8.74E+17,0
20826605761,1
8.57E+17,1
9.09E+17,1
8.91E+17,1
6.01E+17,0
7.61E+17,1
8.43E+17,1
2.26E+17,0
7.89E+17,1
3.17E+17,1
6.95E+17,0
9.71E+17,0
9.75E+17,1
15953230730,1
1.26E+18,0
9.75E+17,1
18837111787,1
1.34E+17,0
3.68E+16,0
2.26E+17,0
8.38E+17,1
6.93E+17,0
6.01E+17,0
1.05E+18,1
4.11E+16,1
1.16E+18,0
8.20E+17,1
2.26E+17,1
1.26E+18,1
4162313964,0
11525808224,1
4.15E+17,0
1.18E+17,1
4.15E+17,0
3.21E+17,0
1.26E+18,1
8.82E+17,0
4.08E+16,1
4.97E+16,1
11681707049,1
6.01E+17,0
1.07E+18,0
5.98E+17,0
2.66E+17,1
7.88E+17,0
14921269428,0
3.59E+17,1
15508703652,1
8.82E+17,0
3.21E+17,0
9.74E+17,0
6.95E+17,0
1.26E+18,0
1.07E+18,0
15112464164,0
9.03E+17,1
1.05E+18,1
8.49E+17,1
6.89E+17,0
3.21E+17,1
5.08E+17,0
1.25E+18,1
5.08E+17,1
5.01E+17,1
1.16E+18,0
5.08E+17,0
8.79E+17,1
7.17E+17,1
8.28E+17,1
9.75E+17,1
9.75E+17,1
6.93E+17,1
7.14E+17,1
4.01E+16,0
9.75E+17,0
1.26E+18,0
12816711721,0
9.75E+17,0
